Source Language,Target Language,Request Body,Response Body
en,sv,Are we connected?,Är vi anslutna?
en,de,Thank you so much. Can you confirm the reason for the return. ,Vielen Dank. Können Sie den Grund für die Rücksendung bestätigen? 
da,en,Hvad så med garantibevis?,What about the warranty?
da,en,Hvad så med garantibevis?,What about the warranty?
da,en,Hvad så med garantibevis?,What about the warranty?
sv,en,"Den är inte laddningsbar, den har utbytningsbara batterier","It is not rechargeable, it has replaceable batteries"
sv,en,"Den är inte laddningsbar, den har utbytningsbara batterier","It is not rechargeable, it has replaceable batteries"
id,en,Ka up ram di lenovo service center apa ada biaya jasa dll ?,"When upgrading RAM at Lenovo service center, are there any service fees etc?"
en,da,Are we connected?,Er vi forbundet?
fr,en,Toujours le meme probleme de flash,Still the same flash problem
fr,en,on est d accord,we agree
en,sv,"Before we continue, could you please be kind enough to provide your full name, email address, phone number, and order number.","Innan vi fortsätter, kan du vara vänlig nog att ange ditt fullständiga namn, e-postadress, telefonnummer och ordernummer."
fr,en,Ducoup ça va sous l’eau ?,So does it go underwater?
es,en,"hasta ahorita q la volvimos a conectar, a estado desconectada todo el dia, y ahorita de 42 minutos se salto a un munito estaba en el modo normal, como ve el boton de bloqueo no esta prendido, le puedo mandar un corto video?, no esta encendido el boton de bloqueo, bueno la luz arriba de donde dice ""drying"" esta flashiando pero numca comienza a secar, eh no no me signa nada de eso como le dije priende le presiono start y no priende ni gira, priende pero no gira ni seca","until now that we reconnected it I&#39;ve been offline all day and now at 42 minutes it jumped to a little minute it was in normal mode As you can see, the lock button is not on. Can I send you a short video? The lock button is not on Well the light above where it says &quot;drying&quot; is flashing but it never starts to dry eh no it doesn&#39;t show any of that as I told you it turns on I press start and it doesn&#39;t turn on or spin It turns on but does not spin or dry"
fr,en,j peux voire sa gueule à lui,I can see his face
und,en,١٠٪؜,١٠٪؜
da,en,Korrekt,Correct
fi,en-gb,Hei kysyisin toimiiko watch 7 älykello jos ranteessa on tatuointi?,"Hello, I would like to ask if the watch 7 smart watch works if there is a tattoo on the wrist?"
zh-CN,en,"<a target=""_self"" data-sn-type=""TWITTER"" href=""javascript:void(0);"" data-screen-id=""1771411413090861057"" class=""autolink-url username text-[var--spr-link#0E61F6-sw] sw--tb"" data-entity=""screenName"" data-url=""https://twitter.com/1771411413090861057"" data-mention-type=""user"">@snap1734284qq</a> 看大周期根本没结束，没必要吃到老师们的每一个波段","<a target=""_self"" data-sn-type=""TWITTER"" href=""javascript:void(0);"" data-screen-id=""1771411413090861057"" class=""autolink-url username text-[var--spr-link#0E61F6-sw] sw--tb"" data-entity=""screenName"" data-url=""https://twitter.com/1771411413090861057"" data-mention-type=""user"">@snap1734284qq</a> The big cycle has not ended at all, there is no need to eat every wave of the teachers"
fi,en,"Ostin puhelimen 5 viikkoa sitten porvoon gigantista,jonka mukana piti tulla älykello. Kellosta ei ole kuulunut vaikka olen tehnyt rekisteröinnin ja tilausvahvistuskin tuli lokakuun lopulla. Täytin jokunen viikko sitten teidän sivuilta yhteydenottopyyntölomakkeen liittyen kampanjoihin, mutta sieltäkään ei ole kuulunut. Oliko tämä Kello tarjous joku huijaus?, Pyydä myyntiedustajaa","I bought the phone 5 weeks ago from Gigant in Porvoo, which was supposed to come with a smart watch. I have not heard from the watch even though I have registered and the order confirmation came at the end of October. A few weeks ago, I filled out a contact request form on your website regarding the campaigns, but I haven&#39;t heard back either. Was this Kello offer a scam? Ask for a sales representative"
fi,en,Kiitos,Thanks
fi,en,"Ostin puhelimen 5 viikkoa sitten porvoon gigantista,jonka mukana piti tulla älykello. Kellosta ei ole kuulunut vaikka olen tehnyt rekisteröinnin ja tilausvahvistuskin tuli lokakuun lopulla. Täytin jokunen viikko sitten teidän sivuilta yhteydenottopyyntölomakkeen liittyen kampanjoihin, mutta sieltäkään ei ole kuulunut. Oliko tämä Kello tarjous joku huijaus?, Pyydä myyntiedustajaa","I bought the phone 5 weeks ago from Gigant in Porvoo, which was supposed to come with a smart watch. I have not heard from the watch even though I have registered and the order confirmation came at the end of October. A few weeks ago, I filled out a contact request form on your website regarding the campaigns, but I haven&#39;t heard back either. Was this Kello offer a scam? Ask for a sales representative"
fi,en,Kiitos,Thanks
fi,en,"Ostin puhelimen 5 viikkoa sitten porvoon gigantista,jonka mukana piti tulla älykello. Kellosta ei ole kuulunut vaikka olen tehnyt rekisteröinnin ja tilausvahvistuskin tuli lokakuun lopulla. Täytin jokunen viikko sitten teidän sivuilta yhteydenottopyyntölomakkeen liittyen kampanjoihin, mutta sieltäkään ei ole kuulunut. Oliko tämä Kello tarjous joku huijaus?, Pyydä myyntiedustajaa","I bought the phone 5 weeks ago from Gigant in Porvoo, which was supposed to come with a smart watch. I have not heard from the watch even though I have registered and the order confirmation came at the end of October. A few weeks ago, I filled out a contact request form on your website regarding the campaigns, but I haven&#39;t heard back either. Was this Kello offer a scam? Ask for a sales representative"
en,sv,Are we connected?,Är vi anslutna?
ar,en,كيف ساستفيد من,How will I benefit from?
sv,en,Kan jag göra detta https://www.samsung.com/se/offer/offline/screen-burn-warranty/,Can I do this https://www.samsung.com/se/offer/offline/screen-burn-warranty/
en,de,Just to confirm you would like to cancel the order DE241128-14378749 ?,Nur zur Bestätigung: Sie möchten die Bestellung DE241128-14378749 stornieren?
ar,en,لقدت قبلت في مجموعة التلاميذ,I have been accepted into the group of students.
fr,en,"Pas à utilisé sous l’eau, ça m’a arracher un bout de teub pendant la rasage c’est mieux de raser à sec","Not for use underwater, it tore off a piece of my cock while shaving, it&#39;s better to shave dry"
sv,en,jag skickade in mina trade in produkter som postnord sa att dom leverade till er den 4 december men jag har inte fått någon uppdatering av er och om jag går in på trade in sidan så står det att det väntar på leverans,I sent in my trade in products that postnord said they delivered to you on December 4th but I have not received any update from you and if I go to the trade in page it says that it is waiting for delivery
sv,en,jag skickade in mina trade in produkter som postnord sa att dom leverade till er den 4 december men jag har inte fått någon uppdatering av er och om jag går in på trade in sidan så står det att det väntar på leverans,I sent in my trade in products that postnord said they delivered to you on December 4th but I have not received any update from you and if I go to the trade in page it says that it is waiting for delivery
sv,en,jag skickade in mina trade in produkter som postnord sa att dom leverade till er den 4 december men jag har inte fått någon uppdatering av er och om jag går in på trade in sidan så står det att det väntar på leverans,I sent in my trade in products that postnord said they delivered to you on December 4th but I have not received any update from you and if I go to the trade in page it says that it is waiting for delivery
en,fi,Are we connected?,Olemmeko yhteydessä?
fr,en,"Bonjour pourquoi ce donner tant de peine alors qu'un bon bain bouche plus efficace que n'importe quel brosse à dent, et n'abîme pas vos gencives.","Hello, why bother when a good mouthwash is more effective than any toothbrush and does not damage your gums."
en,sv,"Before we continue, could you please be kind enough to provide your full name, email address, phone number, and order number.","Innan vi fortsätter, kan du vara vänlig nog att ange ditt fullständiga namn, e-postadress, telefonnummer och ordernummer."
fr,en,Ça me fait pareil,It does the same to me
en,da,Hello and welcome to Samsung shop my name is Kostas. The order confirmation works as proof of the purchase. We do not have the tools to send anything more that the order confirmation unless the purchase was made via Walley which is for business purchases.,"Hej og velkommen til Samsung shop mit navn er Kostas. Ordrebekræftelsen fungerer som bevis for købet. Vi har ikke værktøjerne til at sende mere end ordrebekræftelsen, medmindre købet er foretaget via Walley, som er til erhvervskøb."
en,de,Thank you very much. I will now check your order in the system.,Vielen Dank. Ich werde deine Bestellung nun im System prüfen.
en,sv,"
Hello and thank you for contacting Samsung Shop!
My name is Michelle.
Give me a moment to check your case and I will get back to you!","
Hej och tack för att du kontaktade Samsung Shop! Jag heter Michelle. Ge mig en stund att kontrollera ditt ärende så återkommer jag till dig!"
de,en,Ich habe ein anderes Gerät und Tarif bestellt. Das Gerät hat andere Farbe,I ordered a different device and tariff. The device has a different color
de,en,Ich habe ein anderes Gerät und Tarif bestellt. Das Gerät hat andere Farbe,I ordered a different device and tariff. The device has a different color
fr,en,😂😂😂 je te jure,😂😂😂 I swear to you
id,en,klo di bandung services center resminya dmna ya?,"If in Bandung, where is the official service center?"
fr,en,"Bonjour,
Je prépare une traversée de l’Atlantique à la voile en 2027, un projet ambitieux que je souhaite réaliser avec le soutien de partenaires engagés. Je suis actuellement à la recherche de sponsors pour m’accompagner dans cette aventure. Pourrais-je obtenir le contact de la personne en charge des partenariats au sein de votre entreprise ?

Je serais ravi de partager davantage d’informations sur mon projet. Merci pour votre aide et votre intérêt !
Ethan Villain","Hello, I am preparing to sail across the Atlantic in 2027, an ambitious project that I would like to achieve with the support of committed partners. I am currently looking for sponsors to accompany me in this adventure. Could I get the contact details of the person in charge of partnerships within your company? I would be happy to share more information about my project. Thank you for your help and interest! Ethan Villain"
fr,en,Bah dit pas merci one blade si t’a une peau de zeub,Well don&#39;t say thank you One Blade if you have zeub skin
en,sv,Would you be abl to record a video of the washing machine so we can identify the problem ? ,Skulle du kunna spela in en video av tvättmaskinen så att vi kan identifiera problemet? 
fr,en,C quoi ça,What is this?
en,de,"SMARTPHONE / TABLET, SMARTPHONE / TABLET",SMARTPHONE / TABLET SMARTPHONE / TABLET
fi,en,"Tuomo Röning, tuomo.roning@gmail.com., Tervehdys. Ostin viime kuun puolelta teiltä samsung ultran ja laitoin vanhan puhelimeni vaihdossa. Lähetin viime viikolla laitteen teille, mutta teidän seurannassa ei laitetta näy. Luonnollisesti olen tössinyt postin kuitin hyvään ""talteen"". Onko teillä olemassa laitteen mukana tulleen tarran lähetystunnusta.","Tuomo Röning, tuomo.roning@gmail.com. Greeting. I bought a samsung ultra from you half of last month and replaced my old phone. I sent the device to you last week, but the device is not visible in your tracking. Naturally, I have pushed the postal receipt to the good &quot;recovery&quot;. Do you have the shipping ID of the sticker that came with the device?"
fi,en,"Tuomo Röning, tuomo.roning@gmail.com., Tervehdys. Ostin viime kuun puolelta teiltä samsung ultran ja laitoin vanhan puhelimeni vaihdossa. Lähetin viime viikolla laitteen teille, mutta teidän seurannassa ei laitetta näy. Luonnollisesti olen tössinyt postin kuitin hyvään ""talteen"". Onko teillä olemassa laitteen mukana tulleen tarran lähetystunnusta.","Tuomo Röning, tuomo.roning@gmail.com. Greeting. I bought a samsung ultra from you half of last month and replaced my old phone. I sent the device to you last week, but the device is not visible in your tracking. Naturally, I have pushed the postal receipt to the good &quot;recovery&quot;. Do you have the shipping ID of the sticker that came with the device?"
fi,en,"Tuomo Röning, tuomo.roning@gmail.com., Tervehdys. Ostin viime kuun puolelta teiltä samsung ultran ja laitoin vanhan puhelimeni vaihdossa. Lähetin viime viikolla laitteen teille, mutta teidän seurannassa ei laitetta näy. Luonnollisesti olen tössinyt postin kuitin hyvään ""talteen"". Onko teillä olemassa laitteen mukana tulleen tarran lähetystunnusta.","Tuomo Röning, tuomo.roning@gmail.com. Greeting. I bought a samsung ultra from you half of last month and replaced my old phone. I sent the device to you last week, but the device is not visible in your tracking. Naturally, I have pushed the postal receipt to the good &quot;recovery&quot;. Do you have the shipping ID of the sticker that came with the device?"
de,en,jetzt ist das display schwarz,now the display is black
de,en,jetzt ist das display schwarz,now the display is black
en,de,What is wrong with the device that you want to return it?,"Was ist mit dem Gerät nicht in Ordnung, dass Sie es zurückgeben möchten?"
en,de,"Hello, welcome to Samsung. My name is Tena, I will now personally take care of your request! What can I do for you? 😀","Hallo, herzlich willkommen bei Samsung. Mein Name ist Tena, ich werde mich jetzt persönlich um dein Anliegen kümmern! Was kann ich für dich tun? 😀"
fr,en,Combien,How much
pl,en,"Kamila Dadaeva 
K.Dadaeva@hotmail.com",Kamila Dadaeva K.Dadaeva@hotmail.com
fr,en,Salut combien ça coûte?,Hi how much does it cost?
de,en,Bojana Bozhinovska ist name auf rechnung,Bojana Bozhinovska is name on invoice
de,en,Bojana Bozhinovska ist name auf rechnung,Bojana Bozhinovska is name on invoice
de,en,"Ok, es kümmert sich gleich jemand um dich., Nein, <p dir=""auto"" style=""margin: 0;""><a href=""https://www.samsung.com/at/shop-faq/delivery-and-installations/"" target=""_blank"" rel=""noopener noopener noreferrer"">Versand und Installation</a></p>, Versand und Installation, Hallo und herzlich willkommen im Samsung Chat! Ich bin dein persönlicher Berater und ich freue mich, dich zu unterstützen. 
Wie kann ich dir helfen?","Okay, someone will take care of you shortly. No <p dir=""auto"" style=""margin: 0;""><a href=""https://www.samsung.com/at/shop-faq/delivery-and-installations/"" target=""_blank"" rel=""noopener noopener noreferrer"">shipping and installation</a></p> shipping and installation Hello and welcome to Samsung Chat! I am your personal advisor and I am happy to support you. How can I help you?"
und,en-gb,48751411,48751411
fil,en,Hello goodafternoon,Hello good afternoon
en,de,Thank you for this. please provide the full name as it appears on the order ,"Vielen Dank dafür. Bitte geben Sie den vollständigen Namen an, wie er auf der Bestellung erscheint. "
fil,en,Bakit po wlaang choosing of seats si agoda?,Why is agoda not choosing of seats?
en,fi,"Since you already have the latest version (1008.1), there is no need to update the software further.","Koska sinulla on jo uusin versio (1008.1), ohjelmistoa ei tarvitse päivittää enempää."
da,en,gerne,gladly
en,sv,"Sad to hear that you are having problems with your washing machine ! 
rest assured we will do our best to resolve this issue, Ma Chi","Tråkigt att höra att du har problem med din tvättmaskin ! Du kan vara säker på att vi kommer att göra vårt bästa för att lösa det här problemet, Ma Chi"
sv,en-gb,"Ann Garellick <span  data-entity=""email"" class=""undefined"" target=""_blank"" rel=""noopener noreferrer"">ann.garellick@gmail.com</span> 
Galaxy A7 tab
Kan den laddas på trådlös platta?","Ann Garellick <span  data-entity=""email"" class=""undefined"" target=""_blank"" rel=""noopener noreferrer"">ann.garellick@gmail.com</span> Galaxy A7 tab Can it be charged on a wireless tablet?"
fr,en,il est chauve konar🤣,he is bald konar🤣
de,en,Ich möchte Gerät und Tarif zurückgeben,I want to return the device and tariff
de,en,Ich möchte Gerät und Tarif zurückgeben,I want to return the device and tariff
de,en,Ich möchte Gerät und Tarif zurückgeben,I want to return the device and tariff
de,en,Hast du Fragen zu deiner Bestellung?,Do you have any questions about your order?
de,en,Hast du Fragen zu deiner Bestellung?,Do you have any questions about your order?
de,en,Hast du Fragen zu deiner Bestellung?,Do you have any questions about your order?
de,en,August-Gabler-Str. 8 91550 Dinkelsbühl,August-Gabler-Str. 8 91550 Dinkelsbühl
de,en,August-Gabler-Str. 8 91550 Dinkelsbühl,August-Gabler-Str. 8 91550 Dinkelsbühl
sk,en,"Konverzácia sa skončila kvôli vašej nečinnosti. Ak chcete pokračovať, kliknite na novú konverzáciu. Prajem pekný deň, odborník na Samsung Tomáš","The conversation ended due to your inactivity. Click on a new conversation to continue. Have a nice day, Samsung expert Tomáš"
sv,en,Fråga en säljare,Ask a salesperson
sv,en,Fråga en säljare,Ask a salesperson
sv,en,Fråga en säljare,Ask a salesperson
sv,en,Fråga en säljare,Ask a salesperson
en,en,No problem.,No problem.
sk,en,"<p style=""margin: 0;"">Táto konverzácia bude čoskoro ukončená z dôvodu Vašej neaktivity.</p>","<p style=""margin: 0;"">This conversation will be closed soon due to your inactivity.</p>"
fr,en,Tellement que il save que leur produits est nul il le test sur des figurine parce que il veux pas la peau hériter,So much so that he knows that their product is bad he tests it on figurines because he doesn&#39;t want to inherit the skin
en,fi,We can for sure arrange a service for you to get it inspected and fixed if you wish to.,"Voimme varmasti järjestää sinulle palvelun tarkastettavaksi ja korjattavaksi, jos haluat."
en,fi,"  The current update version of your Odyssey G4 screen is 1008.1, which is newer than version 1006.0 available on Samsung's website.","  Odyssey G4 -näytön nykyinen päivitysversio on 1008.1, joka on uudempi kuin Samsungin verkkosivustolta saatavilla oleva versio 1006.0."
de,en,Dominik Altenburger -altenburger2011@web.de,Dominik Altenburger -altenburger2011@web.de
de,en,Dominik Altenburger -altenburger2011@web.de,Dominik Altenburger -altenburger2011@web.de
de,en,Dominik Altenburger -altenburger2011@web.de,Dominik Altenburger -altenburger2011@web.de
sv,en,"Tack för att du har valt Samsung.
Nu har du kommit till försäljningsavdelningen, här ifrån jobbar jag endast med produktfrågor och har inte systemen som krävs för att hjälpa dig men självklart ska vi se till att du får rätt hjälp.
Jag kopplar dig till Samsung Shop som kan hjälpa dig vidare, ha en fortsatt trevlig dag!
 
Om du behöver hjälp med ett köp eller har några frågor, tveka inte att ta kontakt här i säljchatten igen.","Thank you for choosing Samsung. Now you have come to the sales department, from here I only work with product issues and do not have the systems required to help you but of course we will make sure you get the right help. I will connect you to the Samsung Shop who can help you further, have a nice day! If you need help with a purchase or have any questions, don&#39;t hesitate to get in touch here in the sales chat again."
de,en,leider funktioniert das nicht,unfortunately this does not work
de,en,leider funktioniert das nicht,unfortunately this does not work
de,en,"Carmen Stephenson, Theodor-Heuss-Straße 2 35781 Weilburg, fuzedrog@gmail.com","Carmen Stephenson, Theodor-Heuss-Straße 2 35781 Weilburg, fuzedrog@gmail.com"
ja,en,修理依頼,Repair Service
ja,en,修理依頼,Repair Service
fr,en,j'me suis rasé les fesses avc y'a 2 jours c formidable,"I shaved my buttocks 2 days ago, it&#39;s great"
en,en-gb,Could you please type below the email address registered to your account?,Could you please type below the email address registered to your account?
fr,en,Bonjour mon rasoir vient de se casser. J'ai besoin de conseils. Oui puis je demander ? Merci beaucoup cordialement,Hello my razor just broke. I need some advice. Yes can I ask? Thank you very much kindly
en,sv,"I am sorry for what happened to your remote control, have you tried recharging it? ","Jag är ledsen för vad som hände med din fjärrkontroll, har du testat att ladda upp den? "
en,de,Please allow me a moment to check for you.,"Geben Sie mir bitte einen Moment Zeit, das für Sie zu überprüfen."
en,de,"I will gladly have a look into that for you. If you could kindly confirm your full name, email address and your billing address for me :)","Ich werde das gerne für Sie prüfen. Bitte bestätigen Sie mir Ihren vollständigen Namen, Ihre E-Mail-Adresse und Ihre Rechnungsadresse :)"
en,de,"Can you confirm your first and last name, email address and billing address please?
","Können Sie bitte Ihren Vor- und Nachnamen, Ihre E-Mail-Adresse und Ihre Rechnungsadresse bestätigen?
"
en,en,Tack,Tack
en,en,Tack,Tack
en,en,Tack,Tack
hi,en,"आपके social Media team के according अब तो 3 वर्किंग days पूरे हो गए हैं वर्किंग+2
अब तो कुछ सॉल्यूशन करा दीजिए।।

अब इसको नेशनल मुद्दा ना बनाएं 
और सॉल्यूशन दे।।
आप अपनी सोशल मीडिया team को इंस्ट्रक्शन दे की इसका जो भी सॉल्यूशन है वो करे 

या तो मेरा प्रोडक्ट दे या फिर रिफंड","According to your social media team, 3 working days have been completed, working + 2, now please get some solution done. Now don&#39;t make it a national issue and give a solution. You instruct your social media team to do whatever solution is there, either give me my product or refund."
lb,en,on dirait Zelensky,on right Zelensky
en,it,No i dont want to change my adrees,"No, non voglio cambiare il mio indirizzo"
en,de,Thank you give me a moment while i check this for you 😃 ,"Danke, gib mir einen Moment, während ich das für dich überprüfe 😃 "
en,it,"Hello. I ordered tickets for Ludovico Einaudi's concert from the Viagogo website. You delivered them to Milan - Address-PARAFARMACIA ERBORISTERIA ALCHEMILL
VIA MERAVIGLI 18
Delivery code
1Z0Y678E0490797492 
I will be able to pick them up only on 09.12.2024 I want to inform you about this so that you do not take the tickets back.",Buongiorno. Ho ordinato i biglietti per il concerto di Ludovico Einaudi dal sito Viagogo. Li avete consegnati a Milano - Indirizzo-PARAFARMACIA ERBORISTERIA ALCHEMILL VIA MERAVIGLI 18 Codice spedizione 1Z0Y678E0490797492 Potrò ritirarli solo il 09.12.2024 Voglio informarvi di questo in modo che non riprendiate i biglietti.
en,sv,"Hello Jeanette and welcome to Samsung Shop
My name is Olga
I have read your message above
May i have a few moments to check this for you please?
","Hej Jeanette och välkommen till Samsung Shop Jag heter Olga. Jag har läst ditt meddelande ovan. Kan jag ha en stund på mig att kolla upp detta åt dig?
"
en,de,What happened to the device that you want to return?,"Was ist mit dem Gerät passiert, das Sie zurückgeben möchten?"
th,en,"สวัสดีค่ะคุณ Aom

สำหรับแชมพูสูตรใกล้เคียง Head & Shoulders Supreme Smooth แอดมินแนะนำเป็นแชมพู Head & Shoulders Smooth & Silky นะคะ สูตรนี้จะช่วยขจัดรังแค ทำความสะอาดหนังศีรษะ และเส้นผม เพิ่มมอยซ์เจอไรเซอร์เข้มข้นพิเศษ เพื่อฟื้นฟูผมแห้งชี้ฟู และปกป้องเส้นผมและหนังศีรษะไว้ให้ปราศจากรังแค ส่วนผสมอ่อนโยนและมีค่า pH เป็นกลางสามารถใช้ได้ทุกวัน แม้กับผมทำสีค่ะ สามารถดูภาพตัวอย่างของผลิตภัณฑ์จากภาพที่แอดมินแนบไปได้เลยนะคะ 

Minnie","Hello Aom, for a shampoo formula similar to Head &amp; Shoulders Supreme Smooth, the admin recommends Head &amp; Shoulders Smooth &amp; Silky shampoo. This formula helps eliminate dandruff, cleanses the scalp and hair, adds extra intensive moisturizer to restore dry, frizzy hair, and protects the hair and scalp from dandruff. The ingredients are gentle and have a neutral pH value, so it can be used every day, even with colored hair. You can see a sample image of the product from the image that the admin has attached. Minnie"
da,en,"HEJ.Jeg mangler en kvittering og garantibevis på mit sidste køb, Spørg en sælger",HELLO. I need a receipt and warranty certificate for my last purchase Ask a salesperson
cs,en,"Konverzace byla ukončena kvůli Vaší neaktivitě. Pokud chcete pokračovat, klikněte, prosím, na novou konverzaci. Přeji vám hezký den, Samsung expert Tomáš","The conversation has been terminated due to your inactivity. Please click on a new conversation to continue. Have a nice day, Samsung expert Tomáš"
und,de,mme14532@gmail.com,mme14532@gmail.com
da,en,HEJ.Jeg mangler en kvittering og garantibevis på mit sidste køb,HELLO. I need a receipt and warranty certificate for my last purchase
da,en,"HEJ.Jeg mangler en kvittering og garantibevis på mit sidste køb, Spørg en sælger",HELLO. I need a receipt and warranty certificate for my last purchase Ask a salesperson
en,sv,I am checking the previous interactions now ,Jag kontrollerar de tidigare interaktionerna nu 
en,sv,Okay may I ask you since when you noticed it and does this smell come for the machine or is it stuck to the clothes?,Okej får jag fråga dig sedan när du märkte det och kommer den här lukten för maskinen eller sitter den fast i kläderna?
cs,en,"<p style=""margin: 0;"">Tato konverzace bude brzy ukončena z důvodu Vaší neaktivity.</p>","<p style=""margin: 0;"">This conversation will be closed soon due to your inactivity.</p>"
en,en,"Thank you so much for providing me with this information. There isn't a way for us to cancel the order now. Though, you can decline to receive the package once it arrives and once it returns to us, we will proceed with a full refund. This procedure is an automated one. Have a beautiful weekend! 😊","Thank you so much for providing me with this information. There isn't a way for us to cancel the order now. Though, you can decline to receive the package once it arrives and once it returns to us, we will proceed with a full refund. This procedure is an automated one. Have a beautiful weekend! 😊"
de,en,"Ok aber Sie wissen, dass diese Promotion nun aufgrund dieser Verzögerungen bereits abgelaufen ist. Werden Ihre Kollegen berücksichtigen, dass dies nun kein Problem darstellt?, Verkaufsberatung und persönliches Angebot","OK, but you know that this promotion has now expired due to these delays. Will your colleagues consider that this is no longer a problem? sales advice and personal offer"
de,en,"Bitte setzen sie sich mit dem Kundenservice des Absenders in Verbindung, ONLINE SHOP / MEINE BESTELLUNGEN",Please contact the sender&#39;s customer service ONLINE SHOP / MY ORDERS
en,en,Hello! We are sending you this message to let you know that we have not forgotten about you. In case you still need our assistance we will always be at your disposal.,Hello! We are sending you this message to let you know that we have not forgotten about you. In case you still need our assistance we will always be at your disposal.
en,de,"Ah, thank you for reaching out about this. I will gladly check this for you. ","Ah, danke, dass Sie sich diesbezüglich gemeldet haben. Ich werde das gerne für Sie überprüfen. "
de,en,Ich habe schon eine andere bestellt,I have already ordered another one
de,en,Ich habe schon eine andere bestellt,I have already ordered another one
de,en,Ich habe schon eine andere bestellt,I have already ordered another one
en,de,Super. Just take your time.,Super. Lass dir einfach Zeit.
en,sv,Kindly allow me a few moments to have a quick look at your query.,Låt mig ta en snabb titt på din fråga.
en,sv,"Hello, You've reached out to from Samsung technical support, Hope you're having a wonderful day!
","Hej! Du har kontaktat Samsungs tekniska support. Hoppas du har en underbar dag!
"
de,en,Die Sache ist erledigt,The matter is settled
de,en,Die Sache ist erledigt,The matter is settled
pl,en,Ok. Tak!,Okay. Yes!
de,en,ich soll auf der seite das Hauptprodukt wählen. der artikel wird bei mir nicht angezeigt,I should select the main product on the page. The article is not displayed for me
en,de,Thank you for your feedback. I will open a ticket and our specialist department will investigate this. Please allow me few moments to fulfill data.,"Vielen Dank für Ihr Feedback. Ich werde ein Ticket eröffnen und unsere Fachabteilung wird dies untersuchen. Bitte geben Sie mir einen Moment Zeit, um die Daten zu vervollständigen."
sv,en,"Qais Kamruddin
qais.kamruddin@hotmail.com
48 TUM LED 

Hej min Samsung TV kan inte ansluta sig inte till internet/WI-FI längre…..

MODEL NUMBER: UE48H6475SU
TYPE No: UE48H6475
Model code:
UE48H6475SUXXE

S/N: ZCGT3SLF500116P

Snälla hjälp mig",Qais Kamruddin qais.kamruddin@hotmail.com 48 INCH LED Hello my Samsung TV can not connect to internet/WI-FI anymore….. MODEL NUMBER: UE48H6475SU TYPE No: UE48H6475 Model code: UE48H6475SUXXE S/N: ZCGT3SLF500116P Please help me
th,en,มีสูตรไหนที่ใกล้เคียงสูตรนี้ไหมค่ะ,Is there any recipe that is similar to this one?
en,sv,Kindly allow me a few moments to have a quick look at your query.,Låt mig ta en snabb titt på din fråga.
en,sv,"Hello, You've reached out to from Samsung technical support, Hope you're having a wonderful day!
","Hej! Du har kontaktat Samsungs tekniska support. Hoppas du har en underbar dag!
"
en,en,We are always at your disposal in case you have any other questions. Have a nice evening!,We are always at your disposal in case you have any other questions. Have a nice evening!
en,de,"Thank you for the provided information. I am sorry to hear that you want to return your order, please confirm the reason you want to return you order?","Vielen Dank für die bereitgestellten Informationen. Es tut mir leid, dass Sie Ihre Bestellung zurückgeben möchten. Bitte bestätigen Sie den Grund für die Rückgabe Ihrer Bestellung."
de,en,Hallo! Leider wird mir in meinen Bestellungen meine Bestellung nicht angezeigt. Ich möchte gerne stornieren,"Hello! Unfortunately, my order is not displayed in my orders. I would like to cancel"
de,en,ich versuchs,I&#39;ll try
de,en,ich versuchs,I&#39;ll try
de,en,"guten morgen  - ja, genau.","good morning - yes, exactly."
de,en,"guten morgen  - ja, genau.","good morning - yes, exactly."
de,en,"guten morgen  - ja, genau.","good morning - yes, exactly."
en,en,music photo iphone video booth,music photo iphone video booth
en,sv,"The conversation will be paused due to inactivity, when you return you may be able to speak with another agent.","Konversationen kommer att pausas på grund av inaktivitet, när du kommer tillbaka kanske du kan prata med en annan agent."
fi,en,Kiitos samoin.,Thanks as well.
fr,en,aidez moi pour les 10 k svp j' en ai besoin,help me for the 10k please I need it
en,sv,"Thank you for being the best part of Samsung🤍!

","Tack för att du är den bästa delen av Samsung🤍!

"
sv,en,Ni har haft ett erbjudande: Galaxybuds3 på köpet när man köper en galaxy enhet? Stämmer det?,You have had an offer: Galaxybuds3 in the bargain when you buy a galaxy device? Is that right?
de,en,"Guten Tag, mein Name ist Nathalie Christiansen. Gerne helfe ich weiter!
Ich bitte um einen kurzen Augenblick Geduld, solange ich deine bisherigen Nachrichten durchgehe. ","Hello, my name is Nathalie Christiansen. I&#39;m happy to help! Please be patient for a moment while I go through your previous messages. "
en,de,"Thank you for your inquiry. Could you please provide me with your full name, and email address from your order for data matching? 
","Vielen Dank für Ihre Anfrage. Könnten Sie mir bitte Ihren vollständigen Namen und Ihre E-Mail-Adresse aus Ihrer Bestellung zum Datenabgleich mitteilen? 
"
en,de,"Yes it is displayed, but I will double-check the registration period.","Ja, es wird angezeigt, aber ich werde den Registrierungszeitraum noch einmal überprüfen."
de,en,Bitte setzen sie sich mit dem Kundenservice des Absenders in Verbindung,Please contact the sender&#39;s customer service
de,en,Bitte setzen sie sich mit dem Kundenservice des Absenders in Verbindung,Please contact the sender&#39;s customer service
de,en,Bitte setzen sie sich mit dem Kundenservice des Absenders in Verbindung,Please contact the sender&#39;s customer service
en,de,"Hi, just to confirm you would like to make a return ? ","Hallo, ich möchte nur bestätigen, dass Sie eine Rücksendung vornehmen möchten? "
